cantidad_leche_litros;temperatura_fermentacion;tiempo_fermentacion_horas;cantidad_cultivos_miligramos;tiempo_colado_horas;contenido_grasa_porcentaje;nivel_acidez_pH;cantidad_proteina_gramos;textura_puntuacion;sabor_puntuacion;nivel_calidad
22,74;39,49;9,26;45,12;2,24;3,91;4,26;4,8;5,61;1,17;3,39
20,67;40,09;7,31;39,25;2,18;4,15;4,03;7,18;5,64;9,84;5,56
28,09;37,49;13,01;52,89;4,47;8,36;4,34;6,45;9,84;7,54;5,93
27,26;39,1;7,16;54,68;1,52;5,3;4,48;4,71;6,75;8,29;5,02
24,17;35,51;9,1;47,81;1,04;8,51;4,13;6,56;9,27;3,89;5,08
30,46;35,35;9,75;44,21;2,42;6,08;4,5;7,28;6,99;3,82;4,7
89,31;39,82;11,54;38,64;3,61;9,9;4,15;7,54;8,91;3,49;5,16
45,25;42,51;7,0;35,06;5,27;5,36;4,08;5,67;8,2;1,76;4,19
88,78;42,04;5,05;60,12;2,9;5,28;4,06;5,48;8,77;6,17;5,14
45,31;41,9;7,13;57,96;2,17;9,45;4,29;5,99;7,73;9,98;5,93
76,83;44,21;9,89;67,86;3,56;8,21;4,37;6,78;2,49;6,39;4,28
98,08;39,06;8,48;51,96;1,43;5,77;4,35;5,25;9,98;5,15;5,18
62,08;42,82;8,37;49,63;2,58;9,36;4,25;6,47;9,66;6,37;5,68
97,6;40,23;8,43;57,34;1,82;5,56;4,03;7,06;8,37;1,26;4,4
49,49;37,3;6,81;38,04;2,15;4,86;4,12;6,05;4,26;1,84;3,49
64,87;37,14;7,38;51,74;2,96;4,48;4,14;5,81;3,17;4,07;3,67
95,0;37,99;3,28;45,71;3,6;9,37;4,34;3,93;5,93;7,55;4,66
95,93;44,9;6,78;60,56;3,07;8,98;4,4;5,96;1,11;2,93;3,16
25,58;36,28;7,24;47,44;3,74;6,91;4,38;6,52;1,19;7,68;4,2
81,11;40,3;9,75;54,73;3,81;3,21;4,43;6,67;6,82;6,18;4,97
31,44;43,63;8,14;56,63;1,79;5,04;4,43;5,08;5,58;3,49;3,9
62,11;39,82;6,78;43,42;3,59;3,4;4,42;7,09;3,92;6,58;4,56
96,85;42,79;11,89;68,59;2,19;6,29;4,23;7,15;9,46;9,82;6,4
28,14;40,32;9,23;61,6;3,34;3,62;4,33;6,24;3,29;7,8;4,53
94,8;37,62;8,58;29,88;4,1;3,58;4,42;5,04;2,89;2,92;3,22
26,57;35,9;6,4;36,21;1,07;7,08;4,29;5,47;6,35;2,23;3,95
25,48;44,06;8,6;38,25;2,83;5,67;4,31;5,61;10,0;2,68;4,77
96,6;43,52;12,19;38,01;1,16;3,35;4,34;6,89;9,26;2,87;4,86
76,4;42,13;6,83;67,33;2,71;4,43;4,02;7,47;9,0;6,19;5,56
66,72;40,33;9,0;36,07;4,48;7,05;4,02;8,3;7,95;6,48;5,63
91,95;40,29;6,12;59,44;3,66;7,01;4,22;5,98;5,69;7,06;4,87
76,21;40,4;7,78;60,07;3,38;8,47;4,11;5,56;3,54;7,42;4,44
36,04;39,32;4,77;40,37;3,22;6,43;4,08;5,81;4,32;7,36;4,58
78,67;37,42;6,57;31,36;4,4;6,8;4,1;6,33;4,03;6,52;4,47
54,39;38,81;10,84;48,68;2,38;3,7;4,28;7,22;7,7;1,35;4,32
52,11;42,68;6,09;51,35;3,64;5,6;4,36;5,77;6,19;9,73;5,44
81,59;39,34;7,03;33,72;2,19;7,28;4,44;6,21;6,7;5,58;4,82
76,93;38,02;9,08;58,35;3,12;8,65;4,19;7,1;3,73;9,83;5,28
65,87;38,93;7,83;44,77;1,72;3,48;4,06;5,47;1,67;4,32;3,31
55,75;35,63;7,42;60,04;3,4;6,8;4,16;6,12;4,35;8,91;4,98
52,08;37,81;7,09;50,3;2,58;8,13;4,21;4,36;8,28;6,0;4,87
48,82;44,38;8,03;35,46;3,35;7,54;4,38;5,5;5,75;7,87;4,96
52,15;36,84;10,7;58,29;3,0;9,3;4,07;6,19;4,59;7,99;4,89
81,81;41,54;7,33;59,91;2,72;6,17;4,21;4,72;2,1;3,07;3,08
93,17;41,56;8,66;54,34;1,93;8,63;4,19;5,09;9,51;4,35;4,94
99,32;40,55;12,48;38,85;2,44;3,51;4,1;5,67;4,77;1,29;3,38
35,97;41,34;6,62;60,97;2,44;8,73;4,13;5,85;9,38;6,47;5,48
66,41;40,12;5,93;54,07;3,63;9,53;4,35;5,69;1,06;6,46;3,82
90,18;37,5;9,72;67,54;2,88;8,8;4,34;6,1;4,41;3,7;4,01
65,55;38,79;5,58;45,15;2,3;7,01;4,18;5,18;8,06;8,05;5,37
59,55;38,44;9,16;62,94;3,82;9,85;4,14;6,07;2,21;4,79;3,78
31,24;39,33;8,84;44,69;3,06;9,93;4,16;6,85;2,4;1,62;3,34
38,02;38,33;7,29;26,55;2,76;5,59;4,01;4,36;9,2;2,71;4,31
64,24;41,98;3,64;46,88;4,86;5,41;4,42;6,49;4,19;2,15;3,65
48,04;39,69;6,47;37,09;3,15;4,77;4,24;4,7;1,71;3,94;3,15
51,82;44,02;10,46;38,27;3,58;3,79;4,46;6,29;1,72;4,95;3,64
76,37;39,14;8,18;41,87;1,21;3,78;4,01;4,37;4,21;2,95;3,32
36,9;37,02;9,66;32,27;2,79;9,03;4,38;5,13;9,35;7,9;5,64
42,03;35,98;9,44;54,02;2,6;6,04;4,1;5,39;6,26;5,31;4,47
42,36;38,01;4,35;47,56;5,24;3,98;4,28;7,23;7,95;4,5;5,01
82,71;42,83;4,03;53,07;2,47;9,84;4,48;6,33;8,97;4,73;5,17
58,04;37,53;7,85;54,93;2,59;5,17;4,36;7,11;1,93;1,39;3,18
68,14;41,57;7,1;39,64;1,88;4,7;4,31;5,37;4,6;4,44;3,97
34,5;38,12;7,03;52,44;1,96;3,06;4,15;6,39;6,81;2,26;4,12
33,25;38,78;7,13;52,05;4,68;4,32;4,46;6,87;5,05;5,53;4,54
54,74;38,36;7,26;52,3;4,41;7,13;4,47;6,03;7,26;8,03;5,37
80,24;44,8;7,93;55,04;2,43;6,23;4,23;4,52;6,73;8,55;5,07
78,28;42,04;7,95;47,49;3,76;5,46;4,1;5,22;9,06;8,75;5,68
28,88;42,12;6,58;40,13;3,34;8,47;4,48;6,01;7,85;1,07;4,12
23,54;40,55;10,32;68,12;1,22;6,97;4,08;4,44;5,47;4,01;3,88
95,41;44,32;6,84;49,11;3,52;6,11;4,43;5,84;4,62;6,37;4,46
78,14;39,98;10,23;40,22;3,11;9,24;4,22;5,59;9,39;4,26;5,02
24,11;42,47;8,33;50,76;3,06;3,75;4,06;8,04;9,48;1,48;4,83
50,87;35,21;7,77;52,83;3,26;5,3;4,07;6,72;8,66;3,75;4,89
24,3;36,23;8,37;46,77;2,43;9,54;4,47;6,3;5,72;1,71;3,9
52,28;41,41;5,95;48,3;1,26;7,63;4,26;6,06;7,06;2,34;4,24
98,98;44,13;8,88;63,29;2,53;3,99;4,19;5,66;9,66;9,24;5,97
25,25;41,16;8,47;45,85;3,41;7,62;4,27;5,9;1,05;9,24;4,38
92,63;35,11;12,2;44,21;2,29;5,29;4,14;5,85;5,17;8,17;4,91
54,38;38,32;7,74;56,49;3,49;5,0;4,49;5,01;6,99;4,69;4,4
46,52;38,25;9,7;36,33;4,05;9,37;4,43;8,3;6,05;5,98;5,23
68,73;37,47;7,12;58,34;4,16;7,7;4,13;6,78;4,33;9,48;5,24
99,85;44,56;11,12;51,62;3,74;8,3;4,31;6,38;6,81;5,75;4,95
66,54;40,8;8,57;51,19;2,91;8,71;4,34;8,63;8,64;5,88;5,8
37,41;41,93;5,03;57,48;3,26;7,72;4,11;6,25;1,1;6,05;3,8
61,21;43,42;7,22;55,5;4,33;8,93;4,09;6,36;9,43;2,79;4,85
43,6;44,39;8,63;43,01;2,43;8,24;4,1;5,64;4,59;4,01;3,97
65,99;36,15;8,61;47,06;2,49;6,85;4,48;5,34;1,43;2,23;2,9
26,89;43,11;8,1;26,66;3,34;7,85;4,15;7,47;1,36;9,58;4,81
26,7;39,95;8,84;41,31;2,82;8,79;4,48;5,46;9,92;8,76;5,97
63,02;35,91;10,45;70,6;3,01;6,75;4,32;5,43;7,57;6,88;5,11
47,0;35,32;10,18;57,49;3,1;6,61;4,33;6,47;8,37;2,63;4,62
21,6;39,28;5,87;44,69;3,39;6,94;4,37;5,76;9,91;9,48;6,15
48,16;37,5;8,24;44,34;5,1;4,71;4,32;3,75;9,7;3,79;4,54
69,05;42,88;5,74;37,97;5,15;3,31;4,16;6,44;6,59;4,41;4,53
93,1;38,41;7,26;50,17;2,3;3,29;4,49;7,31;1,85;2,8;3,42
49,26;37,38;7,45;43,28;2,13;9,24;4,49;7,82;4,89;6,92;5,07
78,7;35,76;7,07;54,72;2,95;5,47;4,21;6,63;2,01;2,92;3,4
73,05;38,18;11,01;46,47;3,34;6,8;4,32;5,7;3,4;4,28;3,81
32,08;39,97;6,71;45,96;2,71;9,25;4,06;5,33;2,27;1,28;2,91
95,02;42,04;7,68;52,68;3,45;3,28;4,19;5,93;5,35;5,09;4,32
64,56;40,9;11,6;39,92;3,18;6,85;4,23;6,91;6,37;9,64;5,71
31,97;38,68;6,4;42,49;3,66;4,76;4,09;4,77;9,16;1,99;4,24
98,0;35,31;8,52;54,38;2,98;3,01;4,44;5,79;1,33;9,95;4,45
94,7;36,02;9,9;34,82;2,67;5,98;4,3;4,43;4,4;4,33;3,75
65,8;44,33;10,86;54,1;1,62;7,71;4,1;6,49;6,66;9,68;5,68
97,9;42,43;8,93;45,56;3,37;7,9;4,16;5,98;2,91;6,57;4,22
48,58;39,28;7,18;47,54;1,68;3,59;4,07;6,21;1,99;6,11;3,89
49,44;40,37;5,51;41,66;3,78;7,17;4,17;4,79;9,43;6,08;5,18
62,98;44,61;11,44;54,24;4,01;3,67;4,1;5,41;8,59;1,04;4,04
63,9;39,48;7,19;38,54;5,02;7,9;4,49;6,17;8,34;1,93;4,41
79,64;43,02;12,39;40,42;3,29;6,42;4,44;7,13;6,54;1,57;4,15
75,41;43,51;7,38;49,7;3,01;3,68;4,15;7,22;1,33;6,19;3,99
37,41;41,43;10,19;68,46;3,03;5,16;4,04;6,46;4,56;5,16;4,29
37,48;37,74;10,35;60,8;2,93;9,51;4,19;5,83;2,71;6,8;4,24
22,84;42,41;6,7;52,7;4,67;8,01;4,05;6,07;2,58;8,6;4,56
43,9;37,45;9,99;46,38;1,5;9,83;4,17;5,72;9,28;2,86;4,74
74,88;39,38;7,81;41,56;2,28;5,7;4,32;4,85;5,63;6,39;4,48
30,99;36,87;7,62;33,24;1,16;8,38;4,04;6,17;1,32;2,38;3,09
40,71;37,52;8,42;48,1;5,21;3,74;4,39;5,45;2,33;9,89;4,59
41,18;38,75;7,28;46,4;3,39;3,89;4,15;5,38;6,71;6,03;4,67
94,26;41,06;9,68;46,44;3,09;5,78;4,38;5,32;8,92;1,57;4,26
20,54;39,21;7,72;55,08;1,77;8,58;4,27;4,79;2,63;8,76;4,4
81,17;38,01;5,13;60,36;2,09;6,89;4,33;6,4;6,53;4,1;4,54
32,43;43,0;7,81;42,75;3,19;4,01;4,33;4,62;6,7;9,61;5,26
23,6;39,36;11,27;58,55;3,8;3,93;4,41;4,57;3,71;4,17;3,55
75,26;38,12;8,0;47,78;2,61;8,85;4,34;5,08;6,09;9,61;5,32
39,01;39,32;8,53;50,34;2,32;7,83;4,15;7,68;6,2;7,95;5,49
61,66;38,77;10,49;49,91;4,55;8,55;4,22;6,2;3,45;9,14;4,91
47,49;38,46;9,2;53,7;4,9;3,98;4,45;5,92;4,62;3,35;3,83
79,57;39,57;9,38;48,99;1,67;5,6;4,41;6,0;3,15;3,56;3,63
95,94;36,81;10,36;48,51;2,81;3,19;4,29;6,23;9,48;3,32;4,87
72,14;35,25;10,84;54,75;3,08;9,18;4,18;5,52;4,89;2,73;3,79
33,75;41,38;5,44;45,32;2,04;8,41;4,14;6,88;2,35;9,63;4,91
57,71;38,07;8,32;38,5;3,04;7,73;4,06;4,94;3,15;9,12;4,55
25,34;39,52;6,75;54,23;2,95;9,71;4,43;4,95;9,98;7,5;5,65
47,74;40,18;8,31;41,58;2,17;9,47;4,28;6,11;6,98;5,21;4,85
94,5;40,29;6,49;42,53;4,05;4,71;4,15;6,86;1,1;2,81;3,22
82,46;44,52;8,68;62,62;2,38;4,31;4,22;7,01;2,24;8,59;4,64
22,12;36,33;8,87;36,16;4,18;8,97;4,48;5,4;8,36;8,17;5,53
36,31;44,07;7,16;56,42;2,79;8,12;4,35;5,69;2,1;2,88;3,29
91,47;40,52;9,08;47,31;3,9;5,2;4,06;6,04;3,31;5,77;4,08
33,04;39,9;7,57;63,13;2,21;5,03;4,04;4,77;6,99;7,32;4,86
36,38;40,49;6,54;53,48;2,62;5,58;4,02;6,22;9,29;6,24;5,41
50,42;42,06;6,97;40,95;5,2;9,27;4,07;5,3;2,31;8,19;4,3
21,21;44,54;9,54;34,89;4,99;4,25;4,29;6,98;4,7;6,66;4,75
32,04;39,21;8,73;48,05;2,37;8,16;4,17;5,5;9,38;1,02;4,32
49,99;43,46;9,01;59,63;2,74;3,77;4,41;6,91;8,78;7,64;5,72
79,39;40,0;8,55;61,3;2,87;4,08;4,46;4,73;8,86;9,84;5,74
53,16;37,76;7,06;52,77;2,45;6,93;4,19;5,68;3,78;9,96;5,0
51,22;38,87;8,7;44,95;2,67;8,18;4,36;5,44;5,53;6,54;4,65
49,5;40,46;10,71;36,32;2,75;7,34;4,0;5,24;9,82;8,59;5,82
39,8;35,77;4,0;55,84;2,2;7,89;4,18;6,94;7,88;7,84;5,67
84,87;39,02;9,31;48,01;4,53;3,81;4,33;6,38;9,72;7,96;5,88
61,34;44,91;5,86;65,37;3,06;9,05;4,06;6,74;2,48;5,29;4,04
39,15;40,83;8,03;55,04;2,81;7,45;4,02;6,97;7,3;6,26;5,2
79,29;42,76;11,7;49,24;3,15;6,48;4,13;7,0;9,3;5,55;5,47
26,64;43,89;8,57;52,91;3,8;8,62;4,03;7,35;3,0;4,16;4,02
93,91;35,28;12,0;29,97;2,49;6,78;4,22;3,69;3,54;1,6;2,89
23,67;42,72;5,08;47,58;4,21;4,29;4,34;5,96;2,73;1,31;3,08
35,51;40,49;8,16;37,04;3,43;6,09;4,14;6,88;2,41;3,92;3,73
50,12;38,39;4,42;45,91;3,09;5,8;4,32;5,98;7,06;2,51;4,22
64,03;42,83;9,39;42,36;2,63;4,77;4,11;7,38;4,88;7,06;4,92
78,06;44,2;10,28;57,86;2,8;7,36;4,22;4,93;7,13;5,09;4,56
84,81;42,26;10,21;42,89;2,19;6,7;4,18;4,97;1,4;1,57;2,7
37,07;41,91;7,37;43,78;1,72;3,41;4,01;6,73;8,72;2,4;4,58
52,22;43,18;6,85;50,24;2,8;4,99;4,31;4,63;2,75;2,44;3,06
73,16;42,73;7,66;54,59;4,28;9,21;4,07;5,73;6,09;6,04;4,71
47,1;38,43;12,47;63,17;3,1;7,61;4,47;5,66;1,66;5,93;3,77
67,87;41,41;7,38;45,22;2,68;9,09;4,45;7,15;5,35;8,77;5,41
85,06;36,1;7,64;34,5;2,65;8,32;4,49;4,84;8,88;8,66;5,6
37,94;37,17;8,86;49,15;3,64;6,7;4,09;6,03;2,47;9,6;4,71
41,28;40,94;6,53;65,74;2,99;5,48;4,47;7,38;5,77;1,73;4,05
53,14;36,85;11,17;49,68;2,75;6,38;4,27;6,6;9,01;6,19;5,48
51,77;42,81;13,05;41,12;3,07;5,8;4,49;5,68;1,26;5,0;3,47
47,18;37,72;7,93;40,94;3,6;4,62;4,12;4,82;1,85;4,27;3,24
79,41;40,0;5,37;49,39;3,74;7,48;4,28;5,59;2,23;5,27;3,76
36,3;40,45;6,9;65,12;4,55;6,78;4,27;5,05;4,64;7,54;4,58
27,87;44,87;7,27;54,13;2,67;9,6;4,39;5,47;2,75;5,57;3,93
55,56;44,54;3,84;50,48;3,2;4,37;4,47;5,58;4,09;3,91;3,77
29,43;44,09;6,09;35,26;4,32;4,46;4,14;6,22;6,81;5,2;4,7
49,12;38,78;8,53;54,48;2,84;4,18;4,27;4,87;4,28;7,93;4,49
74,84;41,88;8,08;50,54;2,29;5,55;4,47;3,81;8,32;6,26;4,76
24,32;38,06;8,23;58,19;2,59;4,57;4,05;3,77;7,36;8,32;4,93
94,11;37,55;7,43;44,34;3,52;7,07;4,04;5,15;9,34;8,09;5,61
60,56;38,26;7,27;51,79;3,63;4,65;4,39;5,62;3,56;3,64;3,64
79,28;40,38;12,08;56,55;2,28;3,09;4,1;5,75;8,85;6,55;5,25
64,71;40,14;9,4;40,96;3,56;6,86;4,22;5,99;4,3;2,06;3,59
63,75;42,94;10,56;36,08;2,91;6,3;4,06;4,19;1,67;9,1;4,07
86,33;41,82;9,11;35,03;3,53;8,63;4,09;7,18;5,1;6,37;4,86
67,06;43,2;7,19;54,72;1,38;8,21;4,04;5,63;1,15;7,82;4,03
84,83;38,31;10,65;38,35;2,72;6,92;4,34;5,46;4,6;4,15;3,97
70,23;40,65;3,55;27,98;2,56;4,06;4,29;6,25;8,31;2,72;4,54
45,43;35,76;7,75;56,62;2,86;9,8;4,21;5,28;3,07;3,82;3,61
58,3;41,77;8,88;50,63;3,86;4,65;4,48;6,31;2,78;9,49;4,77
91,38;42,16;7,83;37,23;3,0;4,5;4,14;6,89;1,86;1,66;3,14
87,86;39,52;9,49;52,64;4,11;4,42;4,0;5,46;8,62;9,45;5,73
85,71;39,79;7,1;53,43;2,92;8,59;4,15;6,67;6,01;7,94;5,27
74,7;41,64;4,45;46,04;2,71;7,41;4,01;5,69;9,31;1,63;4,42
84,22;39,55;5,89;52,78;2,89;5,38;4,45;5,87;6,22;8,02;5,1
61,55;36,17;6,92;62,62;4,26;3,42;4,27;5,78;3,01;1,65;3,15
42,8;36,01;6,45;39,6;2,61;6,43;4,17;6,11;1,64;9,09;4,47
20,14;42,93;9,31;41,77;3,45;6,11;4,38;6,65;6,4;3,74;4,46
85,32;38,96;7,45;51,47;3,29;3,27;4,26;6,7;1,3;6,82;4,02
25,6;39,22;9,23;52,45;1,01;5,56;4,41;6,0;3,09;9,3;4,77
74,27;44,79;7,1;47,71;2,64;9,35;4,3;5,07;1,39;5,19;3,52
41,57;36,79;10,68;45,98;3,56;3,08;4,35;4,51;2,02;3,53;3,06
39,78;44,64;7,57;49,58;5,26;6,6;4,11;7,27;4,09;4,95;4,36
56,86;41,99;8,31;49,75;2,9;9,98;4,12;6,09;6,54;1,26;3,94
82,58;40,02;8,7;38,8;4,22;5,34;4,02;7,65;6,69;9,63;5,84
86,45;39,6;8,41;39,64;2,18;9,14;4,15;6,21;2,97;9,99;4,99
74,94;42,96;10,68;49,06;4,28;6,94;4,34;4,55;8,64;9,19;5,61
38,68;37,65;8,04;51,16;2,23;6,7;4,16;7,06;2,94;1,92;3,49
57,02;37,51;7,82;52,05;2,2;4,46;4,45;7,55;6,63;5,64;5,02
20,81;43,97;8,44;51,19;2,62;6,5;4,42;5,76;6,02;2,66;3,99
78,28;42,34;9,98;43,77;2,82;5,66;4,14;6,28;6,88;1,45;4,0
26,92;41,22;6,31;38,06;3,34;6,26;4,13;5,26;2,62;7,71;4,21
49,01;37,28;8,53;54,21;3,05;9,3;4,21;6,5;5,36;2,59;4,06
62,43;38,02;6,11;40,14;1,38;7,0;4,26;5,89;2,17;5,34;3,81
86,47;41,65;3,85;48,9;2,65;9,6;4,48;7,12;2,42;5,7;4,2
49,61;36,82;7,52;59,54;2,92;6,79;4,33;5,51;3,88;8,39;4,69
59,36;40,53;12,57;59,73;3,08;8,12;4,32;7,99;5,33;1,54;4,13
24,51;36,68;6,75;57,05;2,61;3,79;4,02;5,28;3,81;4,25;3,69
50,64;41,33;11,28;40,61;2,73;4,36;4,19;6,91;2,91;5,95;4,22
35,8;43,3;6,19;63,96;3,55;4,42;4,17;5,23;1,62;3,38;3,11
67,11;44,08;7,8;21,33;3,83;5,44;4,01;7,11;9,96;9,68;6,4
86,17;40,05;8,49;59,59;5,02;3,03;4,3;7,04;9,81;3,48;5,13
69,52;43,92;8,91;58,98;3,45;9,44;4,28;6,53;8,65;6,04;5,43
83,96;41,52;6,19;52,26;3,2;7,98;4,17;3,41;6,94;5,31;4,27
24,97;41,76;5,08;46,26;2,74;9,43;4,45;5,66;4,52;7,58;4,71
37,63;39,97;8,93;62,74;3,29;3,85;4,42;6,13;7,13;3,95;4,5
79,42;37,06;6,85;56,63;2,91;3,1;4,39;7,13;4,37;1,76;3,7
98,58;38,32;8,25;38,17;3,25;9,3;4,43;6,99;4,0;9,96;5,35
89,37;39,36;6,97;38,73;4,17;9,65;4,43;6,98;7,59;9,02;5,88
21,65;37,86;7,81;65,63;1,63;7,94;4,02;6,34;2,95;8,43;4,65
26,91;37,33;7,58;58,64;4,27;7,85;4,04;4,81;6,51;4,18;4,2
78,59;36,82;7,23;63,46;2,41;7,87;4,08;7,16;4,52;6,88;4,83
67,89;35,31;7,35;49,99;2,15;3,28;4,22;4,51;1,53;8,17;3,89
61,47;39,61;5,4;57,76;2,71;7,81;4,11;6,07;4,07;6,14;4,37
70,96;43,11;6,24;51,97;2,33;6,7;4,2;4,78;7,81;1,06;3,84
71,64;39,44;5,65;56,89;5,71;4,78;4,08;7,07;5,13;3,33;4,16
55,69;42,76;10,37;44,92;1,65;4,29;4,12;6,17;1,94;7,58;4,19
30,34;42,87;4,55;35,15;4,03;6,14;4,35;6,43;4,17;6,78;4,59
77,35;39,43;9,59;46,45;3,82;5,1;4,21;5,3;2,23;8,42;4,27
81,0;41,32;7,66;52,69;4,16;7,93;4,3;5,47;7,59;4,59;4,69
73,09;42,04;8,23;51,51;1,22;8,97;4,44;4,5;8,48;1,77;4,1
78,36;41,85;8,43;40,17;3,0;6,68;4,07;7,03;3,54;7,48;4,7
54,58;36,65;5,9;61,39;3,06;7,3;4,08;5,12;7,73;9,93;5,66
93,88;37,67;8,51;47,47;2,66;8,1;4,34;5,88;3,99;8,51;4,83
38,2;42,93;8,64;43,05;2,72;3,23;4,22;5,97;5,87;4,66;4,35
44,81;38,04;11,5;51,91;1,99;3,9;4,49;5,94;5,32;5,72;4,44
23,13;44,16;8,9;42,0;4,4;4,65;4,38;7,33;4,98;7,53;5,04
57,2;42,56;6,76;34,92;4,86;5,75;4,22;5,45;8,69;7,11;5,35
51,36;35,76;3,95;35,38;4,24;9,1;4,49;5,24;8,52;6,5;5,2
55,26;40,32;8,42;37,64;3,74;5,77;4,39;5,87;4,3;8,93;4,92
30,21;40,81;8,25;69,46;3,38;4,31;4,16;5,16;4,89;3,85;3,84
52,81;42,79;7,65;41,77;4,68;7,48;4,2;4,57;4,77;3,38;3,67
35,57;37,76;8,35;64,9;5,18;6,45;4,14;4,76;4,08;6,76;4,22
92,29;41,75;9,63;52,64;2,88;4,78;4,44;6,59;9,85;2,2;4,8
70,84;37,69;9,55;61,1;2,66;7,72;4,47;7,1;3,94;2,52;3,83
71,29;41,56;3,93;54,74;1,57;6,4;4,43;5,34;9,29;7,74;5,58
27,2;43,8;8,23;46,09;4,04;8,6;4,5;5,55;2,91;4,14;3,65
44,71;37,58;9,06;58,87;3,01;4,85;4,11;4,85;4,35;1,77;3,25
55,51;36,69;6,31;46,02;4,16;6,34;4,4;5,59;6,62;2,0;3,95
66,12;42,22;7,95;47,86;3,52;4,61;4,49;6,74;1,7;5,68;3,88
91,03;43,53;6,69;47,79;4,0;3,65;4,03;5,98;3,01;8,81;4,58
79,1;37,02;11,54;56,08;2,96;7,03;4,27;6,31;2,15;3,76;3,58
73,7;42,8;3,86;53,69;4,12;5,58;4,06;7,39;4,41;9,7;5,36
56,47;40,28;9,51;58,81;2,11;9,01;4,3;6,3;2,47;1,45;3,22
25,53;39,68;6,12;52,25;2,45;3,9;4,48;3,83;3,03;6,18;3,65
32,19;39,69;7,58;43,18;1,16;9,89;4,04;4,88;5,74;9,05;5,08
26,85;40,07;9,44;47,53;0,37;8,62;4,17;7,21;2,17;6,41;4,3
25,8;42,55;10,46;53,85;3,57;7,07;4,09;6,57;3,37;6,24;4,34
98,72;36,27;7,05;42,01;1,63;4,47;4,39;6,96;1,44;9,0;4,55
26,88;38,7;8,76;46,45;2,11;5,25;4,26;8,28;6,81;6,93;5,5
57,54;41,19;6,59;65,9;3,62;3,87;4,06;7,11;5,34;4,71;4,46
20,69;40,57;7,57;59,35;3,06;5,23;4,47;5,78;4,9;7,04;4,61
74,55;41,9;8,55;43,23;4,81;3,83;4,14;5,26;2,02;1,21;2,74
25,49;41,18;6,29;37,18;4,05;8,02;4,01;5,03;9,2;2,38;4,42
46,16;42,32;8,81;48,3;1,48;3,89;4,25;5,48;9,75;3,37;4,79
87,41;42,75;6,12;61,06;3,11;7,82;4,02;6,6;6,48;9,48;5,61
50,66;35,35;4,43;40,86;2,01;4,06;4,09;5,4;5,62;2,53;3,75
95,2;37,17;7,86;35,97;3,5;3,78;4,18;5,92;9,1;1,92;4,44
51,03;36,57;7,17;36,41;2,42;9,46;4,19;6,84;1,03;7,25;4,19
91,72;41,96;6,93;43,58;1,44;5,58;4,07;5,8;8,1;4,18;4,68
22,41;37,87;8,61;62,17;2,23;5,52;4,22;5,23;6,22;3,82;4,15
98,24;43,6;10,3;35,54;3,91;3,57;4,33;5,38;4,9;6,49;4,42
21,39;37,29;11,09;52,94;3,28;8,53;4,3;6,13;8,75;5,29;5,2
61,23;40,62;8,28;61,0;0,04;6,98;4,32;7,82;4,76;9,11;5,47
84,2;39,2;9,23;49,44;3,03;6,58;4,22;7,13;3,26;3,83;3,96
33,8;38,06;5,71;61,21;3,36;3,81;4,22;6,76;3,13;1,67;3,37
53,45;42,39;8,67;37,92;2,98;7,85;4,14;6,65;5,94;4,51;4,54
43,41;39,5;7,43;50,01;1,75;3,54;4,28;4,74;6,62;2,2;3,78
59,54;43,67;9,36;34,29;3,72;8,13;4,18;6,79;9,43;8,15;6,01
80,16;35,54;8,67;40,76;2,3;4,27;4,37;5,89;4,55;7,7;4,7
26,77;39,9;5,7;60,61;2,93;7,82;4,44;5,44;5,92;9,56;5,31
32,76;38,15;7,42;41,51;2,13;8,28;4,2;6,98;4,47;6,87;4,81
43,95;41,82;11,01;31,41;2,3;5,29;4,36;6,04;7,5;2,49;4,3
25,67;42,57;11,12;50,65;3,58;7,61;4,47;3,82;2,51;5,23;3,43
56,77;43,43;6,96;58,99;1,52;9,53;4,01;6,88;2,88;4,97;4,08
92,97;39,79;7,95;46,3;2,1;8,27;4,29;5,54;1,09;8,55;4,2
97,61;40,9;8,13;54,01;4,13;7,2;4,29;5,59;9,09;8,85;5,85
60,75;36,19;4,85;57,84;3,76;6,5;4,48;3,99;1,01;4,68;3,03
28,18;37,57;10,03;52,01;2,59;8,88;4,47;5,45;7,6;7,04;5,16
27,23;39,94;8,88;44,13;1,88;9,43;4,36;6,2;3,97;2,53;3,72
32,99;35,12;10,24;63,31;3,59;5,53;4,44;4,68;2,27;6,88;3,85
28,55;42,65;7,45;55,33;3,06;9,62;4,35;4,1;8,27;9,47;5,55
57,98;35,97;9,49;51,15;2,49;6,4;4,42;7,48;6,28;9,45;5,75
64,07;42,05;9,26;57,31;0,83;7,8;4,15;5,9;4,45;5,57;4,31
81,3;44,41;8,41;39,77;1,84;7,85;4,23;6,7;5,33;3,1;4,17
56,69;35,81;6,72;42,57;3,83;9,35;4,15;6,46;6,86;6,18;5,06
42,66;44,17;7,81;37,22;4,13;9,25;4,43;4,77;6,88;2,26;3,94
83,77;37,11;11,96;70,62;3,38;6,41;4,02;7,13;2,19;2,68;3,47
89,33;41,52;8,94;41,15;4,47;9,23;4,16;4,67;5,76;2,18;3,68
76,36;43,0;6,46;53,43;4,2;7,45;4,29;5,98;4,71;9,72;5,23
